350 228039.99933576348
351 227273.7499096829
352 227302.8635120404
353 226566.05148637394
354 226477.37068521796
355 225608.35978892722
356 225903.69667842425
357 226055.6148928933
358 226251.3561932441
359 226437.88899423592
360 226403.38820798576
361 226731.37087606094
362 226321.55649012406
363 226532.640662057
364 226623.55843506017
365 227376.00948893497
366 227860.52721456613
367 228398.27379041066
368 227957.06455828433
369 226942.66511358452
370 226583.03977090787
371 226048.0041643189
372 227022.2243885386
373 226325.8387462721
374 226143.3139783744
375 225725.79079093403
376 225823.23608919984
377 225762.89884203847
378 226066.57355795728
379 227199.33677191782
380 226366.07328299063
381 226425.91078327998
382 226867.2908478308
383 227651.72833617564
384 227048.99224460786
385 226143.78747631217
386 225945.04402433365
387 225251.88618247712
388 225378.54907848575
389 225554.5901060122
390 226136.92845201038
391 225295.16413553883
392 225305.77698635933
393 224835.55167902086
394 224787.3420397287
395 225471.2992008085
396 225795.9455763889
397 225860.72215884927
398 225733.08146821996
399 225853.96377663332
400 226179.37072636903
401 226300.46901673466
402 226269.82787529824
403 226252.89266739428
404 226017.57860477705
405 226193.65251332597
406 225815.87565954027
407 225916.9606279799
408 225999.69829799765
409 226256.70603128368
410 225934.4864835986
411 226622.56519620694
412 227025.3707219708
413 226550.01553398298
414 226321.10198455595
415 226562.92987497913
416 227181.76491343384
417 227178.28783983993
418 227290.96862008338
419 227656.56930679106
420 227711.077011416
421 227451.4993887537
422 227680.68949542718
423 227928.65096101284
424 227921.1858324318
425 228205.9281258479
426 228359.32135019195
427 227452.3923235526
428 227080.31465590958
429 227749.8339692367
430 227942.59897267286
431 227696.20111287187
432 227086.61930398832
433 226979.92274450586
434 227401.68363055435
435 227841.68657765162
436 227448.92676084966
437 227502.98970224778
438 227415.85557937325
439 227136.4845346012

