#1:cfg  2:plaquette
1 0.5474686618441825
2 0.49932775900375975
3 0.4762718709105
4 0.46349736100356903
5 0.44788660360446375
6 0.4465651022921541
7 0.440452852155639
8 0.43740835921664883
9 0.5761194713709378
10 0.5750113634164509
