#1:cfg  2:plaquette
1 0.6732967321856731
2 0.6390168618148034
3 0.6183875596714863
4 0.6059352065530172
5 0.5954771235040511
6 0.589902620792387
7 0.5844374642612552
8 0.5800232903940973
9 0.5765306434717582
10 0.5741979503744713
11 0.5722140121387816
12 0.5716275826379869
13 0.5695911192305324
14 0.5687959840698669
15 0.568142663599894
16 0.5672470005353486
17 0.5655632639161932
18 0.5638416942996743
